City,Price,Address,Number_Beds,Number_Baths,Province,Population,Latitude,Longitude,Median_Family_Income
Toronto,699000,#2705 -219 FORT YORK BLVD,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,935000,#1405 -1105 LESLIE ST,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,655000,#447 -33 MILL ST,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,699000,#2501 -89 DUNFIELD AVE,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,569900,#1304 -50 ORDNANCE ST,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,625000,#1215W -36 LISGAR ST,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,639900,#321 -319 MERTON ST,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1124900,114 GLENVALE BLVD,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,3088000,23 ALBERTUS AVE,4,5,Ontario,5647656,43.7417,-79.3733,97000
Toronto,2150000,5 HIGHBOURNE RD,6,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,999800,#1404 -1 SCOTT ST,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,999000,#609 -200 SUDBURY ST,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,599000,#404 -39 SHERBOURNE ST,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,549000,#929 -222 THE ESPLANADE ST,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,639000,3563 LAKE SHORE Boulevard W Unit# 306,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1150000,1678 EGLINTON AVE W,7,5,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1895000,11 EDGEWOOD GROVE GRVE,4,4,Ontario,5647656,43.7417,-79.3733,97000
Toronto,3679000,126 LEE AVE,6,4,Ontario,5647656,43.7417,-79.3733,97000
Toronto,669990,#801 -32 TROLLEY CRES,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,899000,615 ADELAIDE ST W,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1300000,296 SEATON ST,3,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,859000,#712 -15 QUEEN'S QUAY  E,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,669000,#1406 -386 YONGE ST E,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,639000,#811 -330 RICHMOND ST W,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1599900,78 IVY AVE,4,4,Ontario,5647656,43.7417,-79.3733,97000
Toronto,829900,#915 -2300 ST. CLAIR WEST AVE W,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1995000,195 WRIGHT AVE,5,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1075000,10 MARQUIS AVE,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,2499900,36 LOCKWOOD RD,5,5,Ontario,5647656,43.7417,-79.3733,97000
Toronto,499000,#817 -1700 EGLINTON AVE E,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,2649999,210 BROOKE AVE,5,4,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1350000,#1306 -33 UNIVERSITY AVE,4,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,650000,#1306 -20 TUBMAN AVE,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1249900,312 HARBORD ST,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,709000,#PH-03 -77 MUTUAL ST,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,889000,#607 -390 CHERRY ST,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,499000,##1201 -31 TIPPETT RD,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,619900,#1008 -33 SHORE BREEZE DR,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1349888,32 ALMA DR,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,799990,#408 -1400 KINGSTON RD,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,979000,167 KINGSTON RD,4,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,4499000,132 ALEXANDRA BLVD,6,4,Ontario,5647656,43.7417,-79.3733,97000
Toronto,635000,#411 -2 SONIC WAY,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,949888,#4316 -85 WOOD ST,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,765000,#1802 -75 QUEENS WHARF RD,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1499999,#204 -100 YORKVILLE AVE,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1849000,48 ANNETTE ST,0,0,Ontario,5647656,43.7417,-79.3733,97000
Toronto,560000,#2410 -50 THOMAS RILEY RD,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,770000,#2003 -10 WILBY CRES,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1499999,46 WATERFORD DR,4,4,Ontario,5647656,43.7417,-79.3733,97000
Toronto,849900,#G203 -100 CANON JACKSON DR,2,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1649000,111 VICTOR AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1688000,563 BIRCHMOUNT RD,5,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1450000,26 WOODYCREST AVE,4,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1200000,102 GRADWELL DR,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,949000,7 PHERRILL MEWS,4,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1099000,128 BARRINGTON AVE,8,5,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1980000,444 ROXTON RD,0,0,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1495000,#TH7 -240 BROADWAY AVE,2,4,Ontario,5647656,43.7417,-79.3733,97000
Toronto,698888,#5109 -14 YORK ST,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,5678000,#3402 -200 CUMBERLAND ST,2,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,438000,#1515 -36 LISGAR ST,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,559000,#N1105 -455 FRONT ST E,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,2099800,341 GLENGARRY AVE,4,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,770000,#3106 -45 CHARLES ST E,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,2695000,59 DUNCANNON DR,4,4,Ontario,5647656,43.7417,-79.3733,97000
Toronto,2295000,22 METCALFE ST,3,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,870000,#1301 -85 EAST LIBERTY ST,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,966000,#406 -28 LINDEN ST,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1399999,7 MITCHELL AVE,3,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,699000,#901 -60 QUEEN ST E,0,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1499000,39 BETHNAL AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,549900,#1901 -2121 LAKESHORE BLVD W,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,499000,#809 -30 SAMUEL WOOD WAY,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1099900,#803 -57 MACAULAY AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,499999,#1201 -15 WINDERMERE AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,650000,#246 -60 PARROTTA DR,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1099000,11A MORTIMER AVE,4,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,819000,#2 -88 MUNRO ST,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,899000,2100 GERRARD ST E,3,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1499900,42 HARRIS AVE,5,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,849000,15 MORTON RD,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,580000,#604 -55 REGENT PARK BLVD,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,825000,#2509 -185 ROEHAMPTON AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1299800,#1808 -15 MERCER ST,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,615000,#303 -11 CHARLOTTE ST,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,599000,#2009 -24 WELLESLEY ST W,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1095000,#PH22 -500 RICHMOND ST W,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,899000,#610 -300 FRONT ST W,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,8478000,#3403 -200 CUMBERLAND ST,4,4,Ontario,5647656,43.7417,-79.3733,97000
Toronto,585000,#315 -55 EAST LIBERTY ST,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,2550000,#3802 -183 WELLINGTON ST W,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1495000,374 ELM RD,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1300000,#603 -225 DAVENPORT RD,2,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,2095000,210 MACPHERSON AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,595500,#1019 -98 LILLIAN ST,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,819800,#3008 -37 GROSVENOR ST,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,755000,#1616 -230 QUEENS QUAY W,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,918000,#403 -240 SCARLETT RD,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,749000,#1414 -103 THE QUEENSWAY AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,2488888,#1102 -1135 ROYAL YORK RD,4,4,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1199000,74 SAMBA DR,5,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,448800,#115 -320 DIXON RD,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,788000,882 WESTON RD,3,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,697000,#504 -760 THE QUEENSWAY,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,709000,#B-102 -60 ANNIE CRAIG DR,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,899900,409 MCROBERTS AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1850000,1 ROWAN AVE,5,5,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1549000,79 KIMBERLEY AVE,3,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,569000,#414 -1630 QUEEN ST E,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1039000,45 DEVON RD,3,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1799000,38 WHITE PINE AVE,4,4,Ontario,5647656,43.7417,-79.3733,97000
Toronto,899000,4 BATTENBERG AVE,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,599000,#3901 -21 ICEBOAT TERR,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,738000,#3601 -33 CHARLES ST E,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,619990,#108 -170 SUDBURY ST,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1150000,922 PALMERSTON AVE N,3,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,3495000,110 CARMICHAEL AVE,5,6,Ontario,5647656,43.7417,-79.3733,97000
Toronto,2588168,734 RICHMOND ST W,4,5,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1699000,82 LANARK AVE,5,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1699000,80 LANARK AVE,5,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1250000,#PH05 -205 FREDERICK ST,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,799999,#1202 -100 HARBOUR ST,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,2449000,107 ELM RIDGE DR,4,4,Ontario,5647656,43.7417,-79.3733,97000
Toronto,699000,#4508 -21 ICEBOAT TERR,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1139900,#203 -50 JOE SHUSTER WAY,3,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1199000,36 MONTANA AVE,6,4,Ontario,5647656,43.7417,-79.3733,97000
Toronto,719000,#416 -437 RONCESVALLES AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,515000,#2423 -165 LEGION RD N,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1499000,52 CANNON RD,3,4,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1599000,34 QUEENS DR,5,4,Ontario,5647656,43.7417,-79.3733,97000
Toronto,729000,#614 -2212 LAKE SHORE BLVD W,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1390000,278 BETA ST W,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,558900,#2110 -20 THOMAS RILEY RD W,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,499000,#517 -9 MABELLE AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1799000,98 DIXON AVE,4,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,579900,#46 -140 BROADVIEW AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1089000,87 ROSEHEATH AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,899000,156 HANSON ST,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,865000,36 LILY CUP AVE,4,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,899900,222 FIRST AVE,4,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,599900,#1320 -320 RICHMOND ST E,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,2495000,6 CHUDLEIGH AVE,4,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,799900,#522 -954 KING ST W,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,799000,#1103 -80 WESTERN BATTERY RD,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,549000,#716 -170 BAYVIEW AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1549000,125 SEATON ST,3,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1190000,15 SWEENEY DR,4,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,749900,#1610 -25 THE ESPLANADE,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,625000,#2807 -21 HILLCREST AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,2799000,#4205 -180 UNIVERSITY AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,809000,#1209 -1928 LAKESHORE BLVD W,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,779000,#1803 -5 KENNETH AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,2750000,#507 -29 QUEENS QUAY E,3,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,799000,#2214 -24 WELLESLEY ST W,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,679000,#1112 -17 BATHURST ST,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,5899000,77 FOREST HILL RD,5,5,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1200000,66 ST NICHOLAS ST,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,3999000,25 NANTON AVE,4,4,Ontario,5647656,43.7417,-79.3733,97000
Toronto,849900,#117 -65 EAST LIBERTY ST,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,649000,#1006 -1103 LESLIE ST,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,3500000,1 CRESCENTWOOD RD,6,4,Ontario,5647656,43.7417,-79.3733,97000
Toronto,749000,796 KINGSTON RD,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,2665000,8 FIRST AVE,6,5,Ontario,5647656,43.7417,-79.3733,97000
Toronto,915000,#3204 -15 MERCER ST,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,729888,#2508 -381 FRONT ST W,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,819900,#2806 -103 THE QUEENSWAY,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,739000,#2503 -155 LEGION RD N,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,3288000,118 MARTIN GROVE RD,6,5,Ontario,5647656,43.7417,-79.3733,97000
Toronto,850000,#1909 -11 WELLESLEY ST W,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,2028900,#PH3 -1221 KING ST,3,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,899888,59 ODOARDO DI SANTO CIRC,4,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1250000,471 VAUGHAN RD E,5,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,499000,#1101 -115 BLUE JAYS WAY,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,836000,#706 -3000 BATHURST ST,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1499000,25 SPRUCE ST,6,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,799888,#1631 -33 HARBOUR SQ,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,850900,#1016 -1221 KING ST W,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,740900,#705 -1221 KING ST W,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,685000,#2148 -25 VIKING LANE,3,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1029000,#5 -120 FREDERICK TISDALE DR DR,4,4,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1250000,98 PITT AVE,6,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,509990,#PH14 -251 JARVIS ST,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,928000,#4702 -45 CHARLES ST E,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,799900,#2407 -15 MERCER ST,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,2080000,191 MARKHAM ST,4,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1050000,#701 -40 ROSEHILL AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,915900,#414 -185 LEGION RD N,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1650000,#1103 -2045 LAKE SHORE BLVD W,3,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,499800,#PH28 -3 GREYSTONE WALK DR,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1199900,2 DOROTHY BULLEN PL,3,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,849000,#1103 -330 RICHMOND ST,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,718000,#1401 -33 HELENDALE AVE,2,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,818000,#613 -60 BERWICK AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,685000,#1411 -33 BAY ST,1,1,Ontario,5647656,43.7417,-79.3733,97000
Toronto,1039000,#TH7 -25 OXLEY ST,2,3,Ontario,5647656,43.7417,-79.3733,97000
Toronto,738000,#1101 -39 ROEHAMPTON AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,799000,14 HOLMESDALE RD,2,2,Ontario,5647656,43.7417,-79.3733,97000
Toronto,929000,24 NEAMES CRES,4,3,Ontario,5647656,43.7417,-79.3733,97000
